"Site","Year","Rosettes","Infl","TagNew","RosNew","InflNew","surv","lagsrtsz","lagforsurv","PptFall","PptWinter","PptSummer","TempFall","TempWinter","TempSummer","TransectNew","InflYesNo"
"Garden Park East",2005,34,10,"E.2.108",34,10,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.2",1
"Garden Park East",2006,17,1,"E.2.108",17,1,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.2",1
"Garden Park East",2007,28,0,"E.2.108",28,0,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.2",0
"Garden Park East",2008,24,0,"E.2.108",24,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"E.2",0
"Garden Park East",2009,25,11,"E.2.108",25,11,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"E.2",1
"Garden Park East",2010,34,0,"E.2.108",34,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"E.2",0
"Garden Park East",2011,38,1,"E.2.108",38,1,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"E.2",1
"Garden Park East",2012,18,3,"E.2.108",18,3,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"E.2",1
"Garden Park East",2013,31,2,"E.2.108",31,2,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"E.2",1
"Garden Park East",2014,18,6,"E.2.108",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"E.2",NA
"Garden Park East",2015,18,6,"E.2.108",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"E.2",NA
"Garden Park East",2016,8,0,"E.2.108",8,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"E.2",0
"Garden Park East",2017,18,6,"E.2.108",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"E.2",NA
"Garden Park East",2018,NA,NA,"E.2.108",NA,NA,0,0,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"E.2",NA
"Garden Park East",2005,3,0,"E.2.496",3,0,1,0,0,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.2",0
"Garden Park East",2006,3,2,"E.2.496",3,2,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.2",1
"Garden Park East",2007,6,0,"E.2.496",6,0,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.2",0
"Garden Park East",2008,5,0,"E.2.496",5,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"E.2",0
"Garden Park East",2009,6,2,"E.2.496",6,2,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"E.2",1
"Garden Park East",2010,10,0,"E.2.496",10,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"E.2",0
"Garden Park East",2011,5,0,"E.2.496",5,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"E.2",0
"Garden Park East",2012,4,2,"E.2.496",4,2,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"E.2",1
"Garden Park East",2013,9,0,"E.2.496",9,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"E.2",0
"Garden Park East",2014,3,0,"E.2.496",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"E.2",NA
"Garden Park East",2015,3,0,"E.2.496",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"E.2",NA
"Garden Park East",2016,1,0,"E.2.496",1,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"E.2",0
"Garden Park East",2017,3,0,"E.2.496",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"E.2",NA
"Garden Park East",2018,NA,NA,"E.2.496",NA,NA,0,0,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"E.2",NA
"Garden Park East",2005,22,10,"E.2.497",22,10,1,0,0,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.2",1
"Garden Park East",2006,10,1,"E.2.497",10,1,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.2",1
"Garden Park East",2007,29,6,"E.2.497",29,6,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.2",1
"Garden Park East",2008,22,0,"E.2.497",22,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"E.2",0
"Garden Park East",2009,18,7,"E.2.497",18,7,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"E.2",1
"Garden Park East",2010,30,0,"E.2.497",30,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"E.2",0
"Garden Park East",2011,16,0,"E.2.497",16,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"E.2",0
"Garden Park East",2012,4,2,"E.2.497",4,2,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"E.2",1
"Garden Park East",2013,4,0,"E.2.497",4,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"E.2",0
"Garden Park East",2014,22,10,"E.2.497",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"E.2",NA
"Garden Park East",2015,22,10,"E.2.497",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"E.2",NA
"Garden Park East",2016,NA,NA,"E.2.497",NA,NA,0,0,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"E.2",NA
"Garden Park East",2007,4,0,"E.2.682",4,0,1,0,0,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.2",0
"Garden Park East",2008,5,0,"E.2.682",5,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"E.2",0
"Garden Park East",2009,9,0,"E.2.682",9,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"E.2",0
"Garden Park East",2010,4,0,"E.2.682",4,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"E.2",0
"Garden Park East",2011,12,0,"E.2.682",12,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"E.2",0
"Garden Park East",2012,15,2,"E.2.682",15,2,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"E.2",1
"Garden Park East",2013,17,1,"E.2.682",17,1,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"E.2",1
"Garden Park East",2014,4,0,"E.2.682",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"E.2",NA
"Garden Park East",2015,4,0,"E.2.682",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"E.2",NA
"Garden Park East",2016,22,0,"E.2.682",22,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"E.2",0
"Garden Park East",2017,4,0,"E.2.682",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"E.2",NA
"Garden Park East",2018,18,4,"E.2.682",18,4,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"E.2",1
"Garden Park East",2007,1,0,"E.2.684",1,0,1,0,0,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.2",0
"Garden Park East",2008,2,0,"E.2.684",2,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"E.2",0
"Garden Park East",2009,2,0,"E.2.684",2,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"E.2",0
"Garden Park East",2010,4,0,"E.2.684",4,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"E.2",0
"Garden Park East",2011,4,0,"E.2.684",4,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"E.2",0
"Garden Park East",2012,NA,NA,"E.2.684",NA,NA,0,0,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"E.2",NA
"Garden Park East",2013,1,0,"E.2.734",1,0,1,0,0,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"E.2",0
"Garden Park East",2014,1,0,"E.2.734",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"E.2",NA
"Garden Park East",2015,1,0,"E.2.734",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"E.2",NA
"Garden Park East",2016,5,0,"E.2.734",5,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"E.2",0
"Garden Park East",2017,1,0,"E.2.734",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"E.2",NA
"Garden Park East",2018,NA,NA,"E.2.734",NA,NA,0,0,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"E.2",NA
"Garden Park East",2006,2,0,"E.2.934",2,0,1,0,0,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.2",0
"Garden Park East",2007,8,0,"E.2.934",8,0,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.2",0
"Garden Park East",2008,5,0,"E.2.934",5,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"E.2",0
"Garden Park East",2009,6,0,"E.2.934",6,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"E.2",0
"Garden Park East",2010,5,0,"E.2.934",5,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"E.2",0
"Garden Park East",2011,7,0,"E.2.934",7,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"E.2",0
"Garden Park East",2012,13,0,"E.2.934",13,0,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"E.2",0
"Garden Park East",2013,12,0,"E.2.934",12,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"E.2",0
"Garden Park East",2014,2,0,"E.2.934",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"E.2",NA
"Garden Park East",2015,2,0,"E.2.934",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"E.2",NA
"Garden Park East",2016,NA,NA,"E.2.934",NA,NA,0,0,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"E.2",NA
"Garden Park East",2004,13,6,"E.3.109",13,6,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"E.3",1
"Garden Park East",2005,31,12,"E.3.109",31,12,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.3",1
"Garden Park East",2006,35,18,"E.3.109",35,18,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.3",1
"Garden Park East",2007,50,4,"E.3.109",50,4,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.3",1
"Garden Park East",2008,41,0,"E.3.109",41,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"E.3",0
"Garden Park East",2009,19,8,"E.3.109",19,8,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"E.3",1
"Garden Park East",2010,14,0,"E.3.109",14,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"E.3",0
"Garden Park East",2011,15,0,"E.3.109",15,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"E.3",0
"Garden Park East",2012,17,15,"E.3.109",17,15,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"E.3",1
"Garden Park East",2013,45,5,"E.3.109",45,5,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"E.3",1
"Garden Park East",2014,13,6,"E.3.109",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"E.3",NA
"Garden Park East",2015,13,6,"E.3.109",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"E.3",NA
"Garden Park East",2016,20,0,"E.3.109",34,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"E.3",0
"Garden Park East",2017,13,6,"E.3.109",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"E.3",NA
"Garden Park East",2018,23,14,"E.3.109",23,14,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"E.3",1
"Garden Park East",2004,45,17,"E.3.110",62,33,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"E.3",1
"Garden Park East",2005,35,20,"E.3.110",56,36,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.3",1
"Garden Park East",2006,41,23,"E.3.110",62,37,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.3",1
"Garden Park East",2007,NA,NA,"E.3.110",NA,NA,0,0,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.3",NA
"Garden Park East",2004,6,0,"E.3.111",10,0,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"E.3",0
"Garden Park East",2005,2,0,"E.3.111",2,0,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.3",0
"Garden Park East",2006,2,0,"E.3.111",4,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.3",0
"Garden Park East",2007,4,0,"E.3.111",12,0,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.3",0
"Garden Park East",2008,NA,NA,"E.3.111",4,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"E.3",0
"Garden Park East",2009,3,0,"E.3.111",6,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"E.3",0
"Garden Park East",2010,4,0,"E.3.111",8,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"E.3",0
"Garden Park East",2011,32,0,"E.3.111",32,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"E.3",0
"Garden Park East",2012,12,5,"E.3.111",12,5,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"E.3",1
"Garden Park East",2013,NA,NA,"E.3.111",NA,NA,0,0,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"E.3",NA
"Garden Park East",2004,1,0,"E.3.112",1,0,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"E.3",0
"Garden Park East",2005,2,0,"E.3.112",2,0,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"E.3",0
"Garden Park East",2006,2,0,"E.3.112",2,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"E.3",0
"Garden Park East",2007,5,0,"E.3.112",5,0,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"E.3",0
"Garden Park East",2008,5,0,"E.3.112",5,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"E.3",0
"Garden Park East",2009,NA,NA,"E.3.112",NA,NA,NA,0,0,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"E.3",NA
"Garden Park East",2010,4,0,"E.3.112",4,0,1,2,2,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"E.3",0
"Garden Park East",2011,3,0,"E.3.112",3,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"E.3",0
"Garden Park East",2012,5,1,"E.3.112",5,1,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"E.3",1
"Garden Park East",2013,14,0,"E.3.112",14,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"E.3",0
"Garden Park East",2014,1,0,"E.3.112",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"E.3",NA
"Garden Park East",2015,1,0,"E.3.112",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"E.3",NA
"Garden Park East",2016,NA,NA,"E.3.112",NA,NA,0,0,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"E.3",NA
"Garden Park East",2004,1,0,"E.3.113",1,0,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"E.3",0
