"","demoyr","Site","TagNo","DFN","dbh1","ht1","dbhfromDFN","DBH","surv","lags","resurveyarea","newplt","yr","Temp.Oct.Apr.","Temp.May.Sept.","Precip.Aug.July","fog","cloud","sitetag"
"1531",2010,"EF1","1803",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"EF11803"
"154",2011,"EF1","1803",NA,24.7,NA,NA,24.7,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"EF11803"
"1541",2012,"EF1","1803",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"EF11803"
"155",2013,"EF1","1803",NA,25.8,NA,NA,25.8,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"EF11803"
"156",2014,"EF1","1803",NA,26.3,NA,NA,26.3,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"EF11803"
"157",2002,"EF1","1804",NA,4.3,NA,NA,4.3,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11804"
"158",2003,"EF1","1804",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11804"
"160",2002,"EF1","1805",NA,2.5,NA,NA,2.5,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11805"
"1611",2003,"EF1","1805",NA,2.5,NA,NA,2.5,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11805"
"1612",2004,"EF1","1805",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"EF11805"
"162",2005,"EF1","1805",NA,NA,NA,NA,NA,0,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"EF11805"
"165",2002,"EF1","1806",NA,6.5,NA,NA,6.5,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11806"
"166",2003,"EF1","1806",NA,7.6,NA,NA,7.6,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11806"
"1661",2004,"EF1","1806",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"EF11806"
"167",2005,"EF1","1806",NA,10.3,NA,NA,10.3,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"EF11806"
"1671",2006,"EF1","1806",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"EF11806"
"168",2007,"EF1","1806",NA,12.7,NA,NA,12.7,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"EF11806"
"1681",2008,"EF1","1806",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"EF11806"
"169",2009,"EF1","1806",NA,14.3,NA,NA,14.3,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"EF11806"
"1691",2010,"EF1","1806",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"EF11806"
"170",2011,"EF1","1806",NA,17.8,NA,NA,17.8,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"EF11806"
"1701",2012,"EF1","1806",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"EF11806"
"1711",2013,"EF1","1806",NA,18.7,NA,NA,18.7,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"EF11806"
"172",2014,"EF1","1806",NA,22.3,NA,NA,22.3,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"EF11806"
"173",2002,"EF1","1807",NA,2,200,NA,2,0,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11807"
"174",2002,"EF1","1808",NA,1.7,178,NA,1.7,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11808"
"175",2003,"EF1","1808",NA,2.4,230,NA,2.4,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11808"
"1751",2004,"EF1","1808",NA,NA,230,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"EF11808"
"176",2005,"EF1","1808",NA,3.5,270,NA,3.5,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"EF11808"
"1761",2006,"EF1","1808",NA,NA,270,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"EF11808"
"177",2007,"EF1","1808",NA,4,300,NA,4,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"EF11808"
"179",2002,"EF1","1809",NA,6.5,NA,NA,6.5,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11809"
"180",2003,"EF1","1809",NA,7,NA,NA,7,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11809"
"1801",2004,"EF1","1809",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"EF11809"
"1811",2005,"EF1","1809",NA,9.6,NA,NA,9.6,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"EF11809"
"1812",2006,"EF1","1809",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"EF11809"
"182",2007,"EF1","1809",NA,10.3,NA,NA,10.3,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"EF11809"
"185",2002,"EF1","1810",1.5,NA,140,0.872036234738085,0.872036234738085,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11810"
"186",2003,"EF1","1810",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11810"
"189",2002,"EF1","1811",NA,1.3,160,NA,1.3,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11811"
"190",2003,"EF1","1811",NA,1.4,176,NA,1.4,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11811"
"1901",2004,"EF1","1811",NA,NA,176,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"EF11811"
"1911",2005,"EF1","1811",NA,1.7,220,NA,1.7,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"EF11811"
"1912",2006,"EF1","1811",NA,NA,220,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"EF11811"
"192",2007,"EF1","1811",NA,1.7,220,NA,1.7,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"EF11811"
"194",2002,"EF1","1812",NA,4.5,NA,NA,4.5,0,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11812"
"196",2002,"EF1","1813",NA,10.3,NA,NA,10.3,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11813"
"197",2003,"EF1","1813",NA,11.8,NA,NA,11.8,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11813"
"1971",2004,"EF1","1813",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"EF11813"
"198",2005,"EF1","1813",NA,11.7,NA,NA,11.7,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"EF11813"
"1981",2006,"EF1","1813",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"EF11813"
"199",2007,"EF1","1813",NA,22.3,NA,NA,22.3,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"EF11813"
"1991",2008,"EF1","1813",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"EF11813"
"200",2009,"EF1","1813",NA,24.1,NA,NA,24.1,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"EF11813"
"2001",2010,"EF1","1813",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"EF11813"
"201",2011,"EF1","1813",NA,NA,NA,NA,NA,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"EF11813"
"2011",2012,"EF1","1813",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"EF11813"
"202",2013,"EF1","1813",NA,28.5,NA,NA,28.5,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"EF11813"
"203",2014,"EF1","1813",NA,NA,NA,NA,NA,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"EF11813"
"205",2002,"EF1","1814",NA,8,NA,NA,8,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11814"
"206",2003,"EF1","1814",NA,9.5,NA,NA,9.5,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11814"
"2061",2004,"EF1","1814",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"EF11814"
"207",2005,"EF1","1814",NA,13.6,NA,NA,13.6,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"EF11814"
"2071",2006,"EF1","1814",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"EF11814"
"208",2007,"EF1","1814",NA,18.1,NA,NA,18.1,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"EF11814"
"2081",2008,"EF1","1814",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"EF11814"
"209",2009,"EF1","1814",NA,19.8,NA,NA,19.8,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"EF11814"
"2091",2010,"EF1","1814",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"EF11814"
"210",2011,"EF1","1814",NA,23.5,NA,NA,23.5,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"EF11814"
"2101",2012,"EF1","1814",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"EF11814"
"211",2013,"EF1","1814",NA,25,NA,NA,25,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"EF11814"
"212",2014,"EF1","1814",NA,25.1,NA,NA,25.1,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"EF11814"
"213",2002,"EF1","1815",0.6,NA,15,0.42044111855061,0.42044111855061,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11815"
"214",2003,"EF1","1815",1.2,NA,60,0.72150452934226,0.72150452934226,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11815"
"2141",2004,"EF1","1815",NA,NA,60,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"EF11815"
"215",2005,"EF1","1815",NA,2.1,160,NA,2.1,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"EF11815"
"2151",2006,"EF1","1815",NA,NA,160,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"EF11815"
"216",2007,"EF1","1815",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"EF11815"
"217",2002,"EF1","1816",NA,3.6,NA,NA,3.6,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11816"
"218",2003,"EF1","1816",NA,4.9,NA,NA,4.9,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11816"
"2181",2004,"EF1","1816",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"EF11816"
"219",2005,"EF1","1816",NA,8.1,NA,NA,8.1,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"EF11816"
"2191",2006,"EF1","1816",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"EF11816"
"220",2007,"EF1","1816",NA,11.2,NA,NA,11.2,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"EF11816"
"2201",2008,"EF1","1816",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"EF11816"
"221",2009,"EF1","1816",NA,12.6,NA,NA,12.6,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"EF11816"
"2211",2010,"EF1","1816",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"EF11816"
"222",2011,"EF1","1816",NA,15.3,NA,NA,15.3,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"EF11816"
"2221",2012,"EF1","1816",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"EF11816"
"223",2013,"EF1","1816",NA,15.9,NA,NA,15.9,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"EF11816"
"224",2014,"EF1","1816",NA,16.1,NA,NA,16.1,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"EF11816"
"225",2002,"EF1","1817",3.5,NA,94,1.87558093737692,1.87558093737692,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11817"
"226",2003,"EF1","1817",NA,4.6,360,NA,4.6,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11817"
"2261",2004,"EF1","1817",NA,NA,360,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"EF11817"
"227",2005,"EF1","1817",NA,7.6,NA,NA,7.6,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"EF11817"
"2271",2006,"EF1","1817",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"EF11817"
"228",2007,"EF1","1817",NA,10.7,NA,NA,10.7,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"EF11817"
"2281",2008,"EF1","1817",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"EF11817"
"229",2009,"EF1","1817",NA,11.7,NA,NA,11.7,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"EF11817"
"2291",2010,"EF1","1817",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"EF11817"
"230",2011,"EF1","1817",NA,13.8,NA,NA,13.8,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"EF11817"
"2301",2012,"EF1","1817",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"EF11817"
"2311",2013,"EF1","1817",NA,14.6,NA,NA,14.6,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"EF11817"
"232",2014,"EF1","1817",NA,14.2,NA,NA,14.2,1,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"EF11817"
"234",2002,"EF1","1818",NA,9,NA,NA,9,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11818"
"2341",2003,"EF1","1818",NA,NA,NA,NA,NA,NA,0,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11818"
"2342",2004,"EF1","1818",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"EF11818"
"235",2005,"EF1","1818",NA,14,NA,NA,14,1,3,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"EF11818"
"2351",2006,"EF1","1818",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"EF11818"
"236",2007,"EF1","1818",NA,17,NA,NA,17,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"EF11818"
"2361",2008,"EF1","1818",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"EF11818"
"237",2009,"EF1","1818",NA,18,NA,NA,18,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"EF11818"
"2371",2010,"EF1","1818",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"EF11818"
"238",2011,"EF1","1818",NA,21.2,NA,NA,21.2,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"EF11818"
"2381",2012,"EF1","1818",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"EF11818"
"239",2013,"EF1","1818",NA,22.4,NA,NA,22.4,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"EF11818"
"240",2014,"EF1","1818",NA,22.4,NA,NA,22.4,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"EF11818"
"2411",2002,"EF1","1819",NA,7,NA,NA,7,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11819"
"242",2003,"EF1","1819",NA,8.3,NA,NA,8.3,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11819"
"2421",2004,"EF1","1819",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"EF11819"
"243",2005,"EF1","1819",NA,11.2,NA,NA,11.2,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"EF11819"
"2431",2006,"EF1","1819",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"EF11819"
"244",2007,"EF1","1819",NA,14.6,NA,NA,14.6,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"EF11819"
"2441",2008,"EF1","1819",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"EF11819"
"245",2009,"EF1","1819",NA,15.1,NA,NA,15.1,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"EF11819"
"2451",2010,"EF1","1819",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"EF11819"
"246",2011,"EF1","1819",NA,17.9,NA,NA,17.9,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"EF11819"
"2461",2012,"EF1","1819",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"EF11819"
"247",2013,"EF1","1819",NA,19.2,NA,NA,19.2,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"EF11819"
"248",2014,"EF1","1819",NA,19.2,NA,NA,19.2,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"EF11819"
"249",2002,"EF1","1820",1.8,NA,130,1.02256794013391,1.02256794013391,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11820"
"250",2003,"EF1","1820",NA,NA,130,NA,1.87274605405194,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11820"
"2511",2002,"EF1","1821",NA,12.4,NA,NA,12.4,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11821"
"252",2003,"EF1","1821",NA,14.3,NA,NA,14.3,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11821"
"2521",2004,"EF1","1821",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"EF11821"
"253",2005,"EF1","1821",NA,17.6,NA,NA,17.6,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"EF11821"
"2531",2006,"EF1","1821",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"EF11821"
"254",2007,"EF1","1821",NA,21.6,NA,NA,21.6,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"EF11821"
"2541",2008,"EF1","1821",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"EF11821"
"255",2009,"EF1","1821",NA,22.8,NA,NA,22.8,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"EF11821"
"2551",2010,"EF1","1821",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"EF11821"
"256",2011,"EF1","1821",NA,24.5,NA,NA,24.5,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"EF11821"
"2561",2012,"EF1","1821",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"EF11821"
"257",2013,"EF1","1821",NA,25.9,NA,NA,25.9,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"EF11821"
"258",2014,"EF1","1821",NA,25.9,NA,NA,25.9,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"EF11821"
"259",2002,"EF1","1822",NA,2.6,260,NA,2.6,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11822"
"260",2003,"EF1","1822",NA,2,NA,NA,2,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11822"
"2601",2004,"EF1","1822",NA,NA,NA,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"EF11822"
"2611",2005,"EF1","1822",NA,2,NA,NA,2,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"EF11822"
"2612",2006,"EF1","1822",NA,NA,NA,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"EF11822"
"262",2007,"EF1","1822",NA,5,NA,NA,5,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"EF11822"
"2621",2008,"EF1","1822",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"EF11822"
"263",2009,"EF1","1822",NA,5.1,NA,NA,5.1,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"EF11822"
"2631",2010,"EF1","1822",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"EF11822"
"264",2011,"EF1","1822",NA,5,NA,NA,5,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"EF11822"
"2641",2012,"EF1","1822",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"EF11822"
"265",2013,"EF1","1822",NA,5,NA,NA,5,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"EF11822"
"266",2014,"EF1","1822",NA,5,NA,NA,5,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"EF11822"
"267",2002,"EF1","1823",1.1,NA,140,0.671327294210318,0.671327294210318,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11823"
"268",2003,"EF1","1823",NA,NA,NA,NA,NA,0,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11823"
"269",2002,"EF1","1824",NA,1.4,180,NA,1.4,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11824"
"270",2003,"EF1","1824",NA,3,250,NA,3,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11824"
"2701",2004,"EF1","1824",NA,NA,250,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"EF11824"
"2711",2005,"EF1","1824",NA,6,250,NA,6,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"EF11824"
"2712",2006,"EF1","1824",NA,NA,250,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"EF11824"
"272",2007,"EF1","1824",NA,9.5,NA,NA,9.5,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"EF11824"
"2721",2008,"EF1","1824",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"EF11824"
"273",2009,"EF1","1824",NA,9.4,NA,NA,9.4,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"EF11824"
"2731",2010,"EF1","1824",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"EF11824"
"274",2011,"EF1","1824",NA,11.5,NA,NA,11.5,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"EF11824"
"2741",2012,"EF1","1824",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"EF11824"
"275",2013,"EF1","1824",NA,12.7,NA,NA,12.7,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"EF11824"
"276",2014,"EF1","1824",NA,11.8,NA,NA,11.8,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"EF11824"
"277",2002,"EF1","1825",NA,1.4,173,NA,1.4,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11825"
"278",2003,"EF1","1825",NA,2.7,231,NA,2.7,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11825"
"2781",2004,"EF1","1825",NA,NA,231,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"EF11825"
"279",2005,"EF1","1825",NA,4.4,231,NA,4.4,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"EF11825"
"2791",2006,"EF1","1825",NA,NA,231,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"EF11825"
"280",2007,"EF1","1825",NA,5.5,NA,NA,5.5,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"EF11825"
"2801",2008,"EF1","1825",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"EF11825"
"281",2009,"EF1","1825",NA,5.4,NA,NA,5.4,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"EF11825"
"2811",2010,"EF1","1825",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"EF11825"
"282",2011,"EF1","1825",NA,5.4,NA,NA,5.4,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"EF11825"
"2821",2012,"EF1","1825",NA,NA,NA,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"EF11825"
"283",2013,"EF1","1825",NA,5.6,NA,NA,5.6,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"EF11825"
"284",2014,"EF1","1825",NA,5.6,NA,NA,5.6,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"EF11825"
"285",2002,"EF1","1826",NA,1.1,165,NA,1.1,1,0,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205,"EF11826"
"286",2003,"EF1","1826",NA,2.5,255,NA,2.5,1,1,1,0,2003,13.143,14.48,293.63,13785.266,10299.033,"EF11826"
"2861",2004,"EF1","1826",NA,NA,255,NA,NA,NA,0,1,0,2004,12.929,14.16,772.77,9001.189,6400.959,"EF11826"
"287",2005,"EF1","1826",NA,4.2,255,NA,4.2,1,2,1,0,2005,13.057,14.78,482.06,10577.29,8228.298,"EF11826"
"2871",2006,"EF1","1826",NA,NA,255,NA,NA,NA,0,1,0,2006,13.271,14.92,199.38,11801.273,10143.376,"EF11826"
"288",2007,"EF1","1826",NA,6.1,NA,NA,6.1,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"EF11826"
"2881",2008,"EF1","1826",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"EF11826"
"289",2009,"EF1","1826",NA,6.5,NA,NA,6.5,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"EF11826"
"2891",2010,"EF1","1826",NA,NA,NA,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"EF11826"
"290",2011,"EF1","1826",NA,7.1,NA,NA,7.1,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"EF11826"
