"","demoyr","Site","TagNo","DFN","dbh1","ht1","dbhfromDFN","DBH","surv","lags","yr","Temp.Oct.Apr.","Temp.May.Sept.","Precip.Aug.July","fog","cloud"
"1812",2006,"EF1","1809",NA,NA,NA,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"182",2007,"EF1","1809",NA,10.3,NA,NA,10.3,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"185",2002,"EF1","1810",1.5,NA,140,0.872036234738085,0.872036234738085,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"186",2003,"EF1","1810",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"189",2002,"EF1","1811",NA,1.3,160,NA,1.3,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"190",2003,"EF1","1811",NA,1.4,176,NA,1.4,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"1901",2004,"EF1","1811",NA,NA,176,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"1911",2005,"EF1","1811",NA,1.7,220,NA,1.7,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"1912",2006,"EF1","1811",NA,NA,220,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"192",2007,"EF1","1811",NA,1.7,220,NA,1.7,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"194",2002,"EF1","1812",NA,4.5,NA,NA,4.5,0,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"196",2002,"EF1","1813",NA,10.3,NA,NA,10.3,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"197",2003,"EF1","1813",NA,11.8,NA,NA,11.8,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"1971",2004,"EF1","1813",NA,NA,NA,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"198",2005,"EF1","1813",NA,11.7,NA,NA,11.7,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"1981",2006,"EF1","1813",NA,NA,NA,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"199",2007,"EF1","1813",NA,22.3,NA,NA,22.3,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"1991",2008,"EF1","1813",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"200",2009,"EF1","1813",NA,24.1,NA,NA,24.1,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"2001",2010,"EF1","1813",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"201",2011,"EF1","1813",NA,NA,NA,NA,NA,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"2011",2012,"EF1","1813",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"202",2013,"EF1","1813",NA,28.5,NA,NA,28.5,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"203",2014,"EF1","1813",NA,NA,NA,NA,NA,1,1,2014,15.686,15.44,354.61,12973.756,10639.12
"205",2002,"EF1","1814",NA,8,NA,NA,8,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"206",2003,"EF1","1814",NA,9.5,NA,NA,9.5,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2061",2004,"EF1","1814",NA,NA,NA,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"207",2005,"EF1","1814",NA,13.6,NA,NA,13.6,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"2071",2006,"EF1","1814",NA,NA,NA,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"208",2007,"EF1","1814",NA,18.1,NA,NA,18.1,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"2081",2008,"EF1","1814",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"209",2009,"EF1","1814",NA,19.8,NA,NA,19.8,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"2091",2010,"EF1","1814",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"210",2011,"EF1","1814",NA,23.5,NA,NA,23.5,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"2101",2012,"EF1","1814",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"211",2013,"EF1","1814",NA,25,NA,NA,25,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"212",2014,"EF1","1814",NA,25.1,NA,NA,25.1,0,1,2014,15.686,15.44,354.61,12973.756,10639.12
"213",2002,"EF1","1815",0.6,NA,15,0.42044111855061,0.42044111855061,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"214",2003,"EF1","1815",1.2,NA,60,0.72150452934226,0.72150452934226,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2141",2004,"EF1","1815",NA,NA,60,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"215",2005,"EF1","1815",NA,2.1,160,NA,2.1,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"2151",2006,"EF1","1815",NA,NA,160,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"216",2007,"EF1","1815",NA,NA,NA,NA,NA,0,2,2007,12.729,14.86,353.13,10910.287,9311.544
"217",2002,"EF1","1816",NA,3.6,NA,NA,3.6,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"218",2003,"EF1","1816",NA,4.9,NA,NA,4.9,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2181",2004,"EF1","1816",NA,NA,NA,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"219",2005,"EF1","1816",NA,8.1,NA,NA,8.1,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"2191",2006,"EF1","1816",NA,NA,NA,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"220",2007,"EF1","1816",NA,11.2,NA,NA,11.2,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"2201",2008,"EF1","1816",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"221",2009,"EF1","1816",NA,12.6,NA,NA,12.6,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"2211",2010,"EF1","1816",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"222",2011,"EF1","1816",NA,15.3,NA,NA,15.3,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"2221",2012,"EF1","1816",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"223",2013,"EF1","1816",NA,15.9,NA,NA,15.9,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"224",2014,"EF1","1816",NA,16.1,NA,NA,16.1,0,1,2014,15.686,15.44,354.61,12973.756,10639.12
"225",2002,"EF1","1817",3.5,NA,94,1.87558093737692,1.87558093737692,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"226",2003,"EF1","1817",NA,4.6,360,NA,4.6,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2261",2004,"EF1","1817",NA,NA,360,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"227",2005,"EF1","1817",NA,7.6,NA,NA,7.6,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"2271",2006,"EF1","1817",NA,NA,NA,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"228",2007,"EF1","1817",NA,10.7,NA,NA,10.7,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"2281",2008,"EF1","1817",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"229",2009,"EF1","1817",NA,11.7,NA,NA,11.7,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"2291",2010,"EF1","1817",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"230",2011,"EF1","1817",NA,13.8,NA,NA,13.8,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"2301",2012,"EF1","1817",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"2311",2013,"EF1","1817",NA,14.6,NA,NA,14.6,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"232",2014,"EF1","1817",NA,14.2,NA,NA,14.2,1,1,2014,15.686,15.44,354.61,12973.756,10639.12
"234",2002,"EF1","1818",NA,9,NA,NA,9,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"2341",2003,"EF1","1818",NA,NA,NA,NA,NA,NA,0,2003,13.143,14.48,293.63,13785.266,10299.033
"2342",2004,"EF1","1818",NA,NA,NA,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"235",2005,"EF1","1818",NA,14,NA,NA,14,1,3,2005,13.057,14.78,482.06,10577.29,8228.298
"2351",2006,"EF1","1818",NA,NA,NA,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"236",2007,"EF1","1818",NA,17,NA,NA,17,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"2361",2008,"EF1","1818",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"237",2009,"EF1","1818",NA,18,NA,NA,18,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"2371",2010,"EF1","1818",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"238",2011,"EF1","1818",NA,21.2,NA,NA,21.2,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"2381",2012,"EF1","1818",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"239",2013,"EF1","1818",NA,22.4,NA,NA,22.4,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"240",2014,"EF1","1818",NA,22.4,NA,NA,22.4,0,1,2014,15.686,15.44,354.61,12973.756,10639.12
"2411",2002,"EF1","1819",NA,7,NA,NA,7,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"242",2003,"EF1","1819",NA,8.3,NA,NA,8.3,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2421",2004,"EF1","1819",NA,NA,NA,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"243",2005,"EF1","1819",NA,11.2,NA,NA,11.2,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"2431",2006,"EF1","1819",NA,NA,NA,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"244",2007,"EF1","1819",NA,14.6,NA,NA,14.6,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"2441",2008,"EF1","1819",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"245",2009,"EF1","1819",NA,15.1,NA,NA,15.1,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"2451",2010,"EF1","1819",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"246",2011,"EF1","1819",NA,17.9,NA,NA,17.9,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"2461",2012,"EF1","1819",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"247",2013,"EF1","1819",NA,19.2,NA,NA,19.2,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"248",2014,"EF1","1819",NA,19.2,NA,NA,19.2,0,1,2014,15.686,15.44,354.61,12973.756,10639.12
"249",2002,"EF1","1820",1.8,NA,130,1.02256794013391,1.02256794013391,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"250",2003,"EF1","1820",NA,NA,130,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2511",2002,"EF1","1821",NA,12.4,NA,NA,12.4,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"252",2003,"EF1","1821",NA,14.3,NA,NA,14.3,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2521",2004,"EF1","1821",NA,NA,NA,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"253",2005,"EF1","1821",NA,17.6,NA,NA,17.6,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"2531",2006,"EF1","1821",NA,NA,NA,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"254",2007,"EF1","1821",NA,21.6,NA,NA,21.6,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"2541",2008,"EF1","1821",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"255",2009,"EF1","1821",NA,22.8,NA,NA,22.8,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"2551",2010,"EF1","1821",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"256",2011,"EF1","1821",NA,24.5,NA,NA,24.5,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"2561",2012,"EF1","1821",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"257",2013,"EF1","1821",NA,25.9,NA,NA,25.9,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"258",2014,"EF1","1821",NA,25.9,NA,NA,25.9,0,1,2014,15.686,15.44,354.61,12973.756,10639.12
"259",2002,"EF1","1822",NA,2.6,260,NA,2.6,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"260",2003,"EF1","1822",NA,2,NA,NA,2,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2601",2004,"EF1","1822",NA,NA,NA,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"2611",2005,"EF1","1822",NA,2,NA,NA,2,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"2612",2006,"EF1","1822",NA,NA,NA,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"262",2007,"EF1","1822",NA,5,NA,NA,5,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"2621",2008,"EF1","1822",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"263",2009,"EF1","1822",NA,5.1,NA,NA,5.1,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"2631",2010,"EF1","1822",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"264",2011,"EF1","1822",NA,5,NA,NA,5,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"2641",2012,"EF1","1822",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"265",2013,"EF1","1822",NA,5,NA,NA,5,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"266",2014,"EF1","1822",NA,5,NA,NA,5,0,1,2014,15.686,15.44,354.61,12973.756,10639.12
"267",2002,"EF1","1823",1.1,NA,140,0.671327294210318,0.671327294210318,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"268",2003,"EF1","1823",NA,NA,NA,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"269",2002,"EF1","1824",NA,1.4,180,NA,1.4,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"270",2003,"EF1","1824",NA,3,250,NA,3,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2701",2004,"EF1","1824",NA,NA,250,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"2711",2005,"EF1","1824",NA,6,250,NA,6,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"2712",2006,"EF1","1824",NA,NA,250,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"272",2007,"EF1","1824",NA,9.5,NA,NA,9.5,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"2721",2008,"EF1","1824",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"273",2009,"EF1","1824",NA,9.4,NA,NA,9.4,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"2731",2010,"EF1","1824",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"274",2011,"EF1","1824",NA,11.5,NA,NA,11.5,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"2741",2012,"EF1","1824",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"275",2013,"EF1","1824",NA,12.7,NA,NA,12.7,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"276",2014,"EF1","1824",NA,11.8,NA,NA,11.8,0,1,2014,15.686,15.44,354.61,12973.756,10639.12
"277",2002,"EF1","1825",NA,1.4,173,NA,1.4,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"278",2003,"EF1","1825",NA,2.7,231,NA,2.7,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2781",2004,"EF1","1825",NA,NA,231,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"279",2005,"EF1","1825",NA,4.4,231,NA,4.4,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"2791",2006,"EF1","1825",NA,NA,231,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"280",2007,"EF1","1825",NA,5.5,NA,NA,5.5,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"2801",2008,"EF1","1825",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"281",2009,"EF1","1825",NA,5.4,NA,NA,5.4,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"2811",2010,"EF1","1825",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"282",2011,"EF1","1825",NA,5.4,NA,NA,5.4,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"2821",2012,"EF1","1825",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"283",2013,"EF1","1825",NA,5.6,NA,NA,5.6,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"284",2014,"EF1","1825",NA,5.6,NA,NA,5.6,0,1,2014,15.686,15.44,354.61,12973.756,10639.12
"285",2002,"EF1","1826",NA,1.1,165,NA,1.1,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"286",2003,"EF1","1826",NA,2.5,255,NA,2.5,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2861",2004,"EF1","1826",NA,NA,255,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"287",2005,"EF1","1826",NA,4.2,255,NA,4.2,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"2871",2006,"EF1","1826",NA,NA,255,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"288",2007,"EF1","1826",NA,6.1,NA,NA,6.1,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"2881",2008,"EF1","1826",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"289",2009,"EF1","1826",NA,6.5,NA,NA,6.5,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"2891",2010,"EF1","1826",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"290",2011,"EF1","1826",NA,7.1,NA,NA,7.1,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"2901",2012,"EF1","1826",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"291",2013,"EF1","1826",NA,7.5,NA,NA,7.5,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"292",2014,"EF1","1826",NA,7.3,NA,NA,7.3,0,1,2014,15.686,15.44,354.61,12973.756,10639.12
"293",2002,"EF1","1827",NA,2.9,175,NA,2.9,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"294",2003,"EF1","1827",NA,4.2,247,NA,4.2,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"2941",2004,"EF1","1827",NA,NA,247,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"295",2005,"EF1","1827",NA,6.7,247,NA,6.7,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"2951",2006,"EF1","1827",NA,NA,247,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"296",2007,"EF1","1827",NA,9.3,NA,NA,9.3,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"2961",2008,"EF1","1827",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"297",2009,"EF1","1827",NA,8.3,NA,NA,8.3,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"2971",2010,"EF1","1827",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"298",2011,"EF1","1827",NA,9.8,NA,NA,9.8,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"2981",2012,"EF1","1827",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"299",2013,"EF1","1827",NA,9.9,NA,NA,9.9,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"300",2014,"EF1","1827",NA,9.7,NA,NA,9.7,0,1,2014,15.686,15.44,354.61,12973.756,10639.12
"301",2002,"EF1","1828",1.5,NA,72,0.872036234738085,0.872036234738085,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"302",2003,"EF1","1828",NA,NA,72,NA,NA,0,1,2003,13.143,14.48,293.63,13785.266,10299.033
"303",2002,"EF1","1829",2.7,NA,108,1.47416305632139,1.47416305632139,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"304",2003,"EF1","1829",3,NA,137,1.62469476171721,1.62469476171721,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"3041",2004,"EF1","1829",NA,NA,137,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"305",2005,"EF1","1829",2,NA,263,1.12292241039779,1.12292241039779,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"3051",2006,"EF1","1829",NA,NA,263,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"306",2007,"EF1","1829",2.2,NA,NA,1.22327688066168,1.22327688066168,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"3061",2008,"EF1","1829",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"307",2009,"EF1","1829",NA,NA,NA,NA,NA,0,2,2009,12.529,13.44,595.35,11625.308,9276.037
"308",2002,"EF1","1830",NA,3.3,NA,NA,3.3,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"309",2003,"EF1","1830",NA,5.1,NA,NA,5.1,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"3091",2004,"EF1","1830",NA,NA,NA,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"310",2005,"EF1","1830",NA,8,NA,NA,8,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"3101",2006,"EF1","1830",NA,NA,NA,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"311",2007,"EF1","1830",NA,11.8,NA,NA,11.8,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"3111",2008,"EF1","1830",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"312",2009,"EF1","1830",NA,12.8,NA,NA,12.8,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"3121",2010,"EF1","1830",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"313",2011,"EF1","1830",NA,14.3,NA,NA,14.3,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"3131",2012,"EF1","1830",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"314",2013,"EF1","1830",NA,13.5,NA,NA,13.5,0,2,2013,14.357,16.06,192.27,12276.104,7806.735
"315",2002,"EF1","1831",NA,3.8,NA,NA,3.8,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"316",2003,"EF1","1831",NA,4.5,NA,NA,4.5,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"3161",2004,"EF1","1831",NA,NA,NA,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"317",2005,"EF1","1831",NA,6.3,NA,NA,6.3,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"3171",2006,"EF1","1831",NA,NA,NA,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"318",2007,"EF1","1831",NA,6.8,NA,NA,6.8,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"3181",2008,"EF1","1831",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"319",2009,"EF1","1831",NA,7.2,NA,NA,7.2,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"3191",2010,"EF1","1831",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"320",2011,"EF1","1831",NA,7.9,NA,NA,7.9,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"3201",2012,"EF1","1831",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"321",2013,"EF1","1831",NA,8.2,NA,NA,8.2,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"322",2014,"EF1","1831",NA,8.1,NA,NA,8.1,1,1,2014,15.686,15.44,354.61,12973.756,10639.12
"323",2015,"EF1","1831",NA,9,NA,NA,9,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"324",2016,"EF1","1831",NA,9.9,NA,NA,9.9,1,1,2016,13.6,15.7,797.63,11562.25,9450.275
"326",2002,"EF1","1832",NA,2.6,270,NA,2.6,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"327",2003,"EF1","1832",NA,3.4,346,NA,3.4,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"3271",2004,"EF1","1832",NA,NA,346,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"328",2005,"EF1","1832",NA,5.3,346,NA,5.3,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
"3281",2006,"EF1","1832",NA,NA,346,NA,NA,NA,0,2006,13.271,14.92,199.38,11801.273,10143.376
"329",2007,"EF1","1832",NA,5.6,NA,NA,5.6,1,2,2007,12.729,14.86,353.13,10910.287,9311.544
"3291",2008,"EF1","1832",NA,NA,NA,NA,NA,NA,0,2008,13.414,15.54,283.43,11309.636,7882.062
"330",2009,"EF1","1832",NA,5.9,NA,NA,5.9,1,2,2009,12.529,13.44,595.35,11625.308,9276.037
"3301",2010,"EF1","1832",NA,NA,NA,NA,NA,NA,0,2010,12.971,13.52,797.16,10810.442,6033.497
"3311",2011,"EF1","1832",NA,6,NA,NA,6,1,2,2011,12.9,14.78,340.13,10342.664,7190.291
"3312",2012,"EF1","1832",NA,NA,NA,NA,NA,NA,0,2012,13.814,15.58,228.58,11340.241,8652.612
"332",2013,"EF1","1832",NA,6,NA,NA,6,1,2,2013,14.357,16.06,192.27,12276.104,7806.735
"333",2014,"EF1","1832",NA,6.1,NA,NA,6.1,1,1,2014,15.686,15.44,354.61,12973.756,10639.12
"334",2015,"EF1","1832",NA,7.2,NA,NA,7.2,1,1,2015,13.957,14.38,367.54,11279.114,9834.776
"335",2002,"EF1","1833",NA,7.8,NA,NA,7.8,1,0,2002,13.1743,14.74,431.22,13863.999,12609.205
"336",2003,"EF1","1833",NA,9.8,NA,NA,9.8,1,1,2003,13.143,14.48,293.63,13785.266,10299.033
"3361",2004,"EF1","1833",NA,NA,NA,NA,NA,NA,0,2004,12.929,14.16,772.77,9001.189,6400.959
"337",2005,"EF1","1833",NA,14.4,NA,NA,14.4,1,2,2005,13.057,14.78,482.06,10577.29,8228.298
